"Date","Price (Open)"
"2021-11-02","65.01897658904305"
"2021-11-01","64.41758629785302"
"2021-10-31","62.44306655978779"
"2021-10-30","64.79795589895774"
"2021-10-29","64.40380239876029"
"2021-10-28","61.56005579207705"
"2021-10-27","68.8610926317155"
"2021-10-26","69.83880204131519"
"2021-10-25","64.52497355804914"
"2021-10-24","65.40561969856813"
"2021-10-23","65.4744400087586"
"2021-10-22","61.42234411439576"
"2021-10-21","59.64468078376459"
"2021-10-20","56.847734041954816"
"2021-10-19","55.48327950689597"
"2021-10-18","56.070383614358306"
"2021-10-17","57.48628283052407"
"2021-10-16","56.31647252106706"
"2021-10-15","56.16324114170869"
"2021-10-14","55.076286133875485"
"2021-10-13","54.327221443715125"
"2021-10-12","55.324455698933335"
"2021-10-11","56.51444240612446"
"2021-10-10","60.632303057223275"
"2021-10-09","60.528796264312675"
"2021-10-08","60.97171120520797"
"2021-10-07","60.11074474743081"
"2021-10-06","64.63225168363142"
"2021-10-05","65.30233227802724"
"2021-10-04","68.72487719747741"
"2021-10-03","69.14609584131257"
"2021-10-02","67.69041339537743"
"2021-10-01","66.67321885936336"
"2021-09-30","65.49204467674255"
"2021-09-29","61.51841921866098"
"2021-09-28","66.91981840179082"
"2021-09-27","66.81359670547053"
"2021-09-26","68.34075795206103"
"2021-09-25","72.38836616668225"
"2021-09-24","76.46505866938888"
"2021-09-23","74.07034241834187"
"2021-09-22","59.0012705064952"
"2021-09-21","57.230544255173164"
"2021-09-20","70.02246670443202"
"2021-09-19","68.88785852933282"
"2021-09-18","70.08228991936303"
"2021-09-17","67.65517895661365"
"2021-09-16","57.64960918798583"
"2021-09-15","51.5245644744431"
"2021-09-14","53.11416598763735"
"2021-09-13","59.230516906717824"
"2021-09-12","57.066852696601906"
"2021-09-11","49.231819908521814"
"2021-09-10","40.79073494872186"
"2021-09-09","37.03236432333179"
"2021-09-08","37.90066593214257"
"2021-09-07","47.121317645568105"
"2021-09-06","48.17751891929271"
"2021-09-05","47.125506588033836"
"2021-09-04","45.95522380889346"
"2021-09-03","47.65152837073896"
"2021-09-02","42.43567006155023"
"2021-09-01","39.44130074256394"
"2021-08-31","41.41936530035466"
"2021-08-30","47.455983468594496"
"2021-08-29","50.225281188904546"
"2021-08-28","50.13677019101435"
"2021-08-27","41.418544699669745"
"2021-08-26","46.21819860306522"
"2021-08-25","55.523446474158966"
"2021-08-24","46.43446524375784"
"2021-08-23","43.56768023146412"
"2021-08-22","43.724029135344274"
