"Date","Price (Open)"
"2022-02-17","33.645948450492654"
"2022-02-16","35.092358769370406"
"2022-02-15","32.459593839503846"
"2022-02-14","32.184984766858264"
"2022-02-13","33.28193804567722"
"2022-02-12","32.60127971251222"
"2022-02-11","36.03861496331458"
"2022-02-10","40.757808410130565"
"2022-02-09","36.74730312709265"
"2022-02-08","40.079539073707174"
"2022-02-07","38.088479152705624"
"2022-02-06","38.567312031622436"
"2022-02-05","39.58101114511667"
"2022-02-04","34.927227281139714"
"2022-02-03","34.80719519223038"
"2022-02-02","40.05741523786192"
"2022-02-01","38.93099029804598"
"2022-01-31","35.92458734921372"
"2022-01-30","35.005122344871715"
"2022-01-29","31.756004901016205"
"2022-01-28","30.318192030938977"
"2022-01-27","30.14657518169546"
"2022-01-26","32.77799578067282"
"2022-01-25","33.2882165143628"
"2022-01-24","34.27703767622905"
"2022-01-23","31.001129779145337"
"2022-01-22","32.324078791630775"
"2022-01-21","39.934642315632466"
"2022-01-20","42.03540696968752"
"2022-01-19","44.3931731140791"
"2022-01-18","47.47426542630772"
"2022-01-17","49.364591491870144"
"2022-01-16","49.73050473852299"
"2022-01-15","50.29756745811511"
"2022-01-14","49.483595423619164"
"2022-01-13","52.0352824449504"
"2022-01-12","48.27602708787914"
"2022-01-11","46.294584313623616"
"2022-01-10","50.36724706160319"
"2022-01-09","47.623059390557"
"2022-01-08","49.51443017926144"
"2022-01-07","55.2550620131284"
"2022-01-06","56.25709656328715"
"2022-01-05","62.76407455744266"
"2022-01-04","59.85893374195257"
"2022-01-03","60.10086371586021"
"2022-01-02","66.09762889401165"
"2022-01-01","59.07708637545786"
"2021-12-31","58.30127775008275"
"2021-12-30","54.70504425508745"
"2021-12-29","53.328481711625315"
"2021-12-28","59.89028219508613"
"2021-12-27","61.65946354144564"
"2021-12-26","60.4701652591579"
"2021-12-25","61.91658458515919"
"2021-12-24","57.420527849281974"
"2021-12-23","53.198536257577494"
"2021-12-22","54.35006665995199"
"2021-12-21","56.70772318798471"
"2021-12-20","59.21577470575779"
"2021-12-19","52.96476583394505"
"2021-12-18","47.536045868346626"
"2021-12-17","46.440808945007305"
"2021-12-16","41.23554330741748"
"2021-12-15","38.22608230569566"
"2021-12-14","36.35006086702881"
"2021-12-13","41.78348192839138"
"2021-12-12","41.922204109243204"
"2021-12-11","40.23729346697727"
"2021-12-10","41.64341159740502"
"2021-12-09","47.16845595362359"
"2021-12-08","48.60649464428852"
"2021-12-07","46.77578494947884"
"2021-12-06","44.98599361922909"
"2021-12-05","49.56325334489492"
"2021-12-04","53.34891055456228"
"2021-12-03","55.979155250136124"
"2021-12-02","57.449968488566505"
"2021-12-01","59.382905037558366"
"2021-11-30","60.95594219093004"
"2021-11-29","58.08183777708366"
"2021-11-28","57.27269954102116"
"2021-11-27","53.85882509839561"
"2021-11-26","59.3888981795275"
"2021-11-25","58.17787902195571"
"2021-11-24","60.78409776389571"
"2021-11-23","59.891996108214265"
"2021-11-22","64.42782084126581"
"2021-11-21","65.24493842876986"
"2021-11-20","59.68916052832231"
"2021-11-19","53.477628259683314"
"2021-11-18","56.90378200525482"
"2021-11-17","60.727527163476104"
"2021-11-16","65.67494464330501"
"2021-11-15","70.2715278377157"
"2021-11-14","73.6724918507548"
"2021-11-13","68.76401503010462"
"2021-11-12","67.39963491696278"
"2021-11-11","70.6815530517893"
"2021-11-10","72.56946243843791"
"2021-11-09","78.84461795678868"
"2021-11-08","76.32638493045017"
"2021-11-07","82.27505696640472"
"2021-11-06","75.53735819533418"
"2021-11-05","85.65462920038343"
"2021-11-04","76.21997611880843"
"2021-11-03","75.24727518212708"
"2021-11-02","53.24297369545587"
"2021-11-01","54.90108733622826"
"2021-10-31","49.070005247337306"
"2021-10-30","51.9832495087674"
"2021-10-29","47.61758133326528"
"2021-10-28","46.531846602728294"
"2021-10-27","53.39423212616639"
"2021-10-26","52.97676495329788"
"2021-10-25","51.281410293830135"
"2021-10-24","52.75951232503241"
"2021-10-23","54.62677689529092"
"2021-10-22","53.30504113252047"
"2021-10-21","56.62503646387327"
"2021-10-20","54.874884097906985"
"2021-10-19","50.72255159059094"
"2021-10-18","51.260448567876416"
"2021-10-17","51.54246534576223"
"2021-10-16","53.98212434683943"
"2021-10-15","52.47959299095979"
"2021-10-14","52.91318642176577"
"2021-10-13","54.500505050565685"
"2021-10-12","58.21793153043279"
"2021-10-11","57.94419267480855"
"2021-10-10","61.096999306809785"
"2021-10-09","62.54478996948756"
"2021-10-08","59.48077424583377"
"2021-10-07","64.65909866412873"
"2021-10-06","53.240684530521754"
"2021-10-05","53.12185407677969"
"2021-10-04","57.526092279417846"
"2021-10-03","58.1078292994496"
"2021-10-02","48.91572056075284"
"2021-10-01","43.36694047558211"
"2021-09-30","40.61928833076545"
"2021-09-29","38.31520932524794"
"2021-09-28","40.9536578635837"
"2021-09-27","43.213008681944586"
"2021-09-26","44.97785314038048"
"2021-09-25","47.59439361378691"
"2021-09-24","52.31422175643569"
"2021-09-23","46.92724507495824"
"2021-09-22","37.02582757599877"
"2021-09-21","40.37536786759114"
"2021-09-20","49.72187703807069"
"2021-09-19","49.43686358872186"
"2021-09-18","48.95548382569548"
"2021-09-17","53.038143342150086"
"2021-09-16","57.27572858858313"
"2021-09-15","55.513127374686725"
"2021-09-14","54.23804364454436"
"2021-09-13","59.795239355039094"
"2021-09-12","61.08468570663645"
"2021-09-11","62.52198655485188"
"2021-09-10","64.7611006535511"
"2021-09-09","55.830089847162014"
"2021-09-08","47.141374161521846"
"2021-09-07","57.048148443056654"
"2021-09-06","49.962829345143426"
