Date,BTC,ETH,SOL,UNI,AR,DOT,AVAX,YFI,LINK,CRV,LUNA,AAVE
2022-01-04,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-05,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-06,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-07,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-08,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-09,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-10,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-11,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-12,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-13,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-14,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-15,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-16,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-17,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-18,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-19,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-20,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-21,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-22,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-23,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-24,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-25,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-26,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-27,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-28,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-29,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-30,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
2022-01-31,0.11160597,0.50302015,9.47203808,91.62575982,26.94312717,33.95841755,15.16189284,0.04326566,40.44940199,299.5861975,23.38659,2.01428369
